CustomerID,Narrative,OriginalChurnStatus,Sentiment,Pain_Point,Satisfaction
8185-UPYBR,"This customer, a relatively new subscriber living with a partner, quickly adopted high-speed fiber optic internet and multiple phone lines, indicating a strong reliance on robust connectivity for their household. While they opted against premium add-ons like paid tech support, suggesting a degree of self-sufficiency or cost-consciousness, they expected their core services to perform reliably for their moderate monthly bill. A recent poor experience with basic tech support likely left them feeling unsupported and frustrated, as a critical issue went unresolved or poorly handled. This negative interaction, coupled with their flexible month-to-month contract, made it easy for them to abandon a service that failed to meet their fundamental expectations.",1,neutral,unreliable service,dissatisfied
3721-CNEYS,"This is likely a single, independent individual who values high-speed internet, indicated by their choice of Fiber Optic service for personal use. They appear self-sufficient and tech-aware, opting out of add-ons like online backup or tech support, suggesting they don't perceive value in these extras or prefer handling issues themselves. With a month-to-month contract and a very short tenure of less than two months, their frustration with the $70.95 monthly charge quickly intensified, as they likely found it excessive for their straightforward needs. This discerning customer swiftly decided to churn, prioritizing cost-effectiveness over a service that rapidly felt overpriced.",1,neutral,high price,dissatisfied
4806-KEXQR,"This independent individual, likely a younger, tech-savvy customer, initially opted for high-speed fiber internet, suggesting a need for robust connectivity for personal use. They appear self-sufficient, foregoing tech support and online backup, yet their short four-month tenure on a month-to-month contract indicates a low tolerance for issues. The $79.9 billing dispute quickly escalated to churn, revealing a highly cost-sensitive customer prioritizing immediate value and flexibility over loyalty.",1,neutral,high price,dissatisfied
0841-NULXI,"This single individual, likely a younger customer, quickly engaged with a basic DSL internet service on a month-to-month basis, suggesting an initial need for connectivity without long-term commitment. However, despite opting out of any additional tech support or backup, they appear to have found the fundamental service experience surprisingly cumbersome or unintuitive. Churning immediately after their first month, with total charges equaling their initial bill, strongly indicates a swift dissatisfaction where the perceived complexity or effort required to manage even this basic technology far outweighed the value received for its modest price. This customer seems to prioritize immediate ease of use and value, unwilling to tolerate any technological friction for a utility service.",1,neutral,complex tech,dissatisfied
7254-IQWOZ,"This new, single customer, likely a younger professional, sought Fiber optic internet specifically for its promise of high-speed reliability. Despite paying a premium monthly charge, their experience was immediately marred by the service's unreliability, directly contradicting their initial expectations within the very first month. Unwilling to tolerate a core service that failed to deliver, and unburdened by a long-term contract or supplemental tech support, they quickly opted to churn. Their decision reflects a low tolerance for poor performance and a clear preference for functional internet over brand loyalty.",1,negative,unreliable service,dissatisfied
2876-VBBBL,"This individual, a single customer without partners or dependents, is churning almost immediately after their first month of service, indicating a rapid assessment that the $20.25 monthly charge offers insufficient value for their basic needs. Lacking internet service and multiple lines, they are evidently not tech-savvy and prioritize only the most fundamental communication, finding no utility in anything beyond the bare essentials. Their month-to-month contract underscores a low commitment threshold, as they quickly concluded this basic offering did not justify its cost for their solitary, uncomplicated lifestyle.",1,negative,lack of value,dissatisfied
6173-ITPWD,"Customer 6173-ITPWD is a long-term, non-senior individual, likely sharing a household with a partner, who exhibits high tech demands, subscribing to fiber optic internet, multiple lines, and online backup. Despite their significant tenure and moderately high monthly charges, their preference for a flexible, month-to-month contract (Contract: 0) reveals a pragmatic, value-conscious approach to their services. This tech-savvy customer, who manages without additional tech support, is now churning, having likely found a more attractive offer elsewhere, demonstrating that even established users will switch for better value when on a flexible plan.",1,neutral,high price,dissatisfied
9820-RMCQV,"This is a single individual, likely living alone, who opted for a basic, affordable DSL internet service on a flexible month-to-month contract less than a year ago. They appear to be a non-tech-savvy user with modest internet needs, as evidenced by their lack of online backup and tech support add-ons, prioritizing cost savings. However, the consistent unreliability of their DSL connection has become a major source of frustration, with no built-in support channel to alleviate their issues. With no long-term commitment and a short tenure, this customer is actively churning in search of a more stable and dependable internet experience.",1,negative,unreliable service,dissatisfied
5385-SUIRI,"Mr. SUIRI, a long-standing senior customer residing with his partner, initially embraced modern connectivity with fiber optic internet and multiple lines, indicating a desire to stay connected. Despite his significant tenure and high monthly charges, he consistently declined tech support, suggesting a preference for self-reliance that eventually led to frustration. The increasing complexity of managing these advanced services, coupled with the perceived high cost, ultimately made his current plan feel overwhelming and poor value. This combination of technological struggle and financial dissatisfaction prompted his decision to churn.",1,neutral,high price,dissatisfied
5729-KLZAR,"This non-senior customer, heading a household with a partner and dependents, values high-speed fiber optic internet for their family's needs but has intentionally kept their service lean, eschewing add-ons like online backup or tech support. Operating on a flexible month-to-month contract, they quickly grew frustrated by the $80.85 monthly charge, perceiving it as excessive for the core internet service without additional bundled value. This price-sensitive individual, who prioritizes performance but not premium add-ons, has chosen to churn after just a few months, finding the current monthly fee unsustainable for their family budget.",1,neutral,high price,dissatisfied
6323-AYBRX,"This single customer, not a senior, has been a remarkably loyal subscriber for nearly five years, evidenced by their high total charges and long-term contract, despite having no internet service and only basic phone needs. Their tech-minimalist lifestyle meant they never adopted advanced features or even internet, keeping their monthly bill at $19.35. However, this long-standing loyalty has finally eroded as they've grown frustrated, perceiving the $19.35 monthly charge as excessively high for such a barebones service. This perceived poor value for money, given their minimal usage, ultimately prompted their churn.",1,neutral,high price,dissatisfied
4658-HCOHW,"This customer, likely a responsible head of a tech-reliant household, invested in premium fiber optic internet, online backup, and tech support to ensure robust connectivity and data security for their family. Despite consistently paying a high monthly fee of $102.80 and accumulating over $2100 in charges on a month-to-month contract, they expected recognition for their significant, ongoing business. Feeling undervalued when no loyalty benefits or proactive engagement were offered, this customer ultimately churned, seeking a provider that better appreciates their premium spending and consistent patronage.",1,neutral,high price,dissatisfied
7198-GLXTC,"This single, budget-conscious individual, likely living alone, initially opted for high-speed fiber optic internet, indicating a clear need for robust personal connectivity. However, their short tenure and avoidance of add-ons like online backup or tech support reveal a focus on core service value rather than additional features. The $79.0 monthly charge, deemed excessive for just a standalone fiber connection on a flexible month-to-month plan, quickly became a source of frustration. Ultimately, they are churning because they perceive the high cost as unjustified for the limited services they utilize, signaling a strong sensitivity to perceived value for money.",1,neutral,high price,dissatisfied
6653-CBBOM,"This single, independent individual, new to our service, prioritized high-speed fiber optic internet but avoided add-ons like tech support or online backup, indicating a self-sufficient or cost-conscious approach. Having been on a flexible month-to-month contract for just one billing cycle, they quickly evaluated our offering. This customer was clearly in an exploratory phase, ready to switch without commitment. Consequently, they churned after finding a more appealing deal elsewhere, showcasing a clear willingness to switch for better value from the very beginning of their customer journey.",1,neutral,high price,neither satisfied nor dissatisfied
7240-ETPTR,"This non-senior customer, living with a partner, appears to be a pragmatic individual with basic service needs, evidenced by their DSL internet, lack of add-ons like online backup or tech support, and no phone service. Their month-to-month contract and relatively short tenure (approximately 9 months) underscore a strong preference for flexibility and price sensitivity over loyalty or advanced features. This value-driven approach made them a prime candidate for churn, as they readily switched providers after finding a better offer elsewhere once their flexible agreement allowed for an easy exit.",1,neutral,lack of value,dissatisfied
7028-DVOIQ,"This independent senior has been a loyal, high-paying customer for nearly three years, relying on premium fiber optic internet and multiple phone lines for their active, single-person household. Despite their consistent high monthly spend, they've avoided add-ons like tech support, possibly expecting basic service reliability or feeling uncompelled by additional offerings. Churning from their month-to-month contract, they likely feel undervalued because their significant tenure and financial commitment haven't translated into any recognition or loyalty benefits, prompting them to seek a provider who genuinely appreciates their business.",1,neutral,high price,dissatisfied
0236-HFWSV,"This independent, tech-savvy individual lives alone, demanding high-speed fiber internet and multiple lines, yet confidently manages their services without needing add-ons like backup or tech support. Their month-to-month contract reflects a preference for flexibility, making them highly sensitive to their significant $93.35 monthly charge. Given their self-reliant nature and relatively short tenure of about 15 months, the billing dispute over this amount became the critical trigger for churn. This customer is quick to re-evaluate value and switch providers when their expectations regarding cost and service are not met.",1,neutral,high price,dissatisfied
4745-LSPLO,"This single individual represents a customer with extremely basic needs, utilizing only a single phone line and no internet services. Despite being with the company for just one month and incurring only $20.50 in total charges, they are churning due to a profound feeling of being undervalued. They likely anticipated a welcoming experience that fostered loyalty, but instead perceived a lack of appreciation for their business, however small. This early dissatisfaction with the company's engagement led to their swift departure, seeking a provider who acknowledges even the simplest customers.",1,negative,lack of value,dissatisfied
4412-YLTKF,"This independent senior, who lives alone, is quite tech-savvy, relying on fiber optic internet and multiple lines to stay connected and informed. Despite over two years of consistent service, evidenced by their significant total charges, they remained on a flexible month-to-month contract, indicating a preference for freedom over commitment. Their decision to churn stems from feeling undervalued; they likely expected more personalized recognition or better offers for their loyalty, leading them to seek a provider who truly appreciates their discerning, long-standing business.",1,neutral,high price,dissatisfied
6502-HCJTI,"Mr. HCJTI, a senior citizen sharing a household with his partner, initially subscribed to premium services like fiber optic and online backup, likely seeking modern convenience and connectivity. However, despite the advanced capabilities, his decision to forgo a tech support add-on meant he quickly found himself grappling with the intricacies of these features. After just seven months of paying a significant monthly fee, he became increasingly frustrated by the perceived complexity of managing his services. Ultimately, Mr. HCJTI is now churning, having concluded that the technological burden and high price simply aren't worth the value.",1,neutral,high price,dissatisfied
2718-GAXQD,"This senior customer, leading a household with a partner and dependent, quickly perceived their $46.0 monthly charge for basic DSL internet as unjustified for their needs. They are a value-conscious individual, evident in their refusal of all add-ons like online backup or tech support, indicating a desire for essential, no-frills service. Their short tenure and month-to-month contract suggest they quickly identified a mismatch between the cost and the minimal utility provided. Ultimately, this customer is churning in search of a more affordable solution that aligns with their family's modest internet requirements.",1,neutral,high price,dissatisfied
2115-BFTIW,"This customer, a single individual and not a senior, initially sought out high-speed fiber optic internet, suggesting a personal need for robust connectivity. However, they opted out of crucial support services like tech assistance, potentially underestimating the complexities of the advanced technology or prioritizing cost savings. Over nearly two years, the perceived difficulty of managing their fiber optic service without dedicated support, coupled with the $70.95 monthly charge, made the offering feel too complex for the price, ultimately driving their decision to churn.",1,neutral,complex tech,dissatisfied
6161-UUUTA,"This senior customer, living alone, recently invested in our premium fiber optic internet, indicating a clear need for high-speed, reliable connectivity despite not opting for additional tech support or backup services. After only a few months with us on a flexible month-to-month plan, they experienced a critical issue that necessitated technical assistance. The poor support experience, failing to meet their expectation for a seamless premium service, directly triggered their decision to churn. This individual, who values core service performance but avoids add-ons, quickly abandoned us when that fundamental reliability was compromised and support proved inadequate.",1,negative,poor tech support,dissatisfied
3398-ZOUAA,"This senior customer, likely living with a partner, has been a loyal user of high-speed fiber optic internet for nearly two years, reflecting a consistent need for reliable service. Despite their steady payments and significant tenure, they opted for a no-frills package without online backup or tech support, suggesting an expectation of robust core service without added complexities. On a flexible month-to-month contract, the absence of any perceived recognition or special consideration for their loyalty led them to feel undervalued. Consequently, they are churning in search of a provider who appreciates their long-term business.",1,neutral,lack of value,dissatisfied
0661-XEYAN,"This independent senior, living alone, likely sought a simple, low-cost internet connection for basic needs, opting for DSL without any tech support or backup add-ons. However, having churned after only a single month, it's clear the unreliable DSL service failed to meet even their most fundamental connectivity expectations. This customer quickly realized the service wasn't worth even the minimal monthly charge, demonstrating a low tolerance for poor performance despite their apparent frugality and limited tech demands.",1,negative,unreliable service,dissatisfied
6397-JNZZG,"Mr./Ms. 6397-JNZZG, a long-standing senior customer for over three years, maintains a stable two-person household that relies on DSL primarily for essential online backup and general browsing. Despite their loyalty and practical use of the internet, they perceive the $55.55 monthly charge as unjustifiably high for their relatively modest usage and lack of dependents. This value-conscious individual, likely on a fixed income and capable of managing their own tech needs, ultimately feels the service no longer provides adequate financial justification for their household, leading them to seek more cost-effective options.",1,neutral,high price,dissatisfied
2683-JXWQQ,"This loyal customer, a long-standing family head, embodies a pragmatic approach to their digital life, appreciating the straightforward value of their core DSL internet service. Despite not opting for add-ons like online backup or tech support, their consistent satisfaction over many years and flexible month-to-month contract demonstrate a clear contentment with a service that simply *works* for their household's fundamental needs. They represent a segment that values reliability and cost-efficiency above all else, proving that sometimes, ""No"" to extras means ""Yes"" to enduring loyalty when the basic offering is perfectly aligned with their expectations. Their long tenure, reflected in high total charges, underscores their trust in the foundational service without the need for additional frills.",0,positive,high price,neither satisfied nor dissatisfied
5732-IKGQH,"CustomerID 5732-IKGQH represents a loyal, long-tenured senior customer, likely an empty-nester, who prioritizes reliable, high-speed fiber optic internet. While they value modern connectivity, their reliance on a tech support add-on indicates a preference for expert assistance over self-service, rather than extensive DIY troubleshooting. Their appreciation for a swiftly resolved billing inquiry reinforces their persona as someone who values convenience and efficient customer service, making them a highly stable and valuable account that appreciates hassle-free experiences. This customer demonstrates high loyalty and is highly unlikely to churn, valuing their established relationship and reliable service.",0,positive,billing dispute,satisfied
1421-HCERK,"Mr. HCERK, a digitally engaged senior sharing his home with a partner, consistently finds excellent value in his premium service bundle, despite the $105.7 monthly charge. He prioritizes the peace of mind offered by lightning-fast fiber optic internet, reliable online backup, and dedicated tech support, ensuring his connected lifestyle remains seamless. His significant tenure and continued month-to-month subscription underscore deep satisfaction; he perceives the comprehensive offering as perfectly tailored to his needs as an active, independent senior. This loyalty confirms the service consistently delivers the high-quality, hassle-free experience he values.",0,positive,high price,satisfied
3584-WKTTW,"This loyal, long-tenured customer, likely part of a professional couple, highly values a seamless and reliable digital experience, evidenced by their fiber optic internet and multiple lines. They prioritize convenience and peace of mind, willingly paying for premium tech support to ensure quick resolutions rather than engaging in DIY troubleshooting. Their significant total charges and commitment to a long-term contract underscore a deep satisfaction with their services, which is further reinforced by the prompt and efficient resolution of their recent billing query. This customer appreciates efficiency and values providers who help them maintain their connected lifestyle without interruption.",0,positive,billing dispute,satisfied
7919-ZODZZ,"This customer, likely a responsible individual managing a family household with a partner and dependents, prioritizes practicality and stability in their services. They rely on their dependable DSL internet for everyday needs, valuing data security through online backup while confidently handling minor tech issues without additional support. Content with the predictable costs and commitment of their 1-year contract, which they are nearing the end of, this loyal subscriber finds the service perfectly meets their household's balanced requirements. Their consistent tenure and satisfaction demonstrate a strong preference for reliability over seeking out new, potentially disruptive, options.",0,positive,high price,very satisfied
3938-YFPXD,"Mr./Ms. 3938-YFPXD is a highly loyal, long-standing individual customer who has consistently trusted our services for nearly six years, evidenced by their significant total charges and commitment to a 2-year contract. This customer clearly values reliable communication, utilizing multiple lines, and prioritizes a smooth, hassle-free experience, readily opting for dedicated tech support to ensure dependable service. Their sustained satisfaction with their robust DSL package and willingness to pay for peace of mind underscore a deep appreciation for stability and consistent performance. This makes them a cornerstone customer who is extremely content with their current service arrangement and shows no inclination to churn.",0,positive,high price,very satisfied
9774-NRNAU,"Mr./Ms. 9774-NRNAU is a highly valued senior customer who perfectly illustrates satisfaction with their month-to-month service terms, consistently choosing our offerings without the need for a long-term contract. As part of a couple, they prioritize a reliable and secure digital experience, actively utilizing DSL internet, multiple lines, online backup, and essential tech support to ensure seamless connectivity and peace of mind. Their significant total charges underscore a long-standing, positive relationship, demonstrating that the flexibility of their current plan ideally aligns with their appreciation for dependable, well-supported services. This customer embodies loyalty through choice, not obligation, reflecting deep contentment with their service experience.",0,positive,complex tech,very satisfied
8388-DMKAE,"This independent customer, who is not a senior, demonstrates strong loyalty by consistently choosing a 2-year contract for their very basic phone service. They are highly satisfied with the reliability and predictable low monthly charges, indicating a practical individual who values straightforward, no-frills communication over advanced features like internet or multiple lines from this provider. Their consistent commitment suggests they receive exactly what they need at an affordable price, making them a content and stable subscriber. This customer embodies a long-term relationship built on essential service delivery and financial predictability.",0,positive,no specific issue,very satisfied
8474-UMLNT,"This customer, likely a single individual, prioritizes a stable and reliable digital experience, demonstrating a pragmatic approach to their service needs. They wisely invest in dependable DSL internet, actively utilizing online backup, and value the peace of mind provided by dedicated tech support to ensure uninterrupted service. Their continued loyalty, evidenced by their decision to remain on a flexible month-to-month contract for over a year without churning, speaks volumes about their deep satisfaction with the quality and support received, appreciating the freedom this arrangement offers.",0,positive,unreliable service,very satisfied
6981-TDRFT,"This loyal customer, a non-senior managing a household with a partner and dependent, prioritizes dependable connectivity that consistently meets their family's needs. They exhibit a pragmatic approach to technology, opting for stable DSL internet and valuing the peace of mind offered by the Tech Support add-on over cutting-edge speed or self-troubleshooting. With over three years of tenure and a consistent monthly charge of $54.3, they clearly perceive their service as an excellent value, providing essential reliability without unnecessary frills like additional phone lines. This focus on consistent performance and readily available support ensures their continued satisfaction and strong retention.",0,positive,high price,satisfied
0958-YHXGP,"This single, independent customer clearly prioritizes core service efficiency, opting for high-speed fiber optic internet to meet their robust connectivity demands. They exhibit a self-reliant approach to technology, confidently managing their own needs without requiring add-ons like online backup or tech support, a testament to their tech competence and appreciation for streamlined value. Despite a flexible month-to-month contract and a relatively recent onboarding, their consistent payments reflect a satisfied customer who actively chooses loyalty based on the strength of the essential service provided. They exemplify a discerning user who knows precisely what they need and values a high-quality, unbundled experience.",0,positive,high price,very satisfied
2267-WTPYD,"Mr. WTPYD, a senior enjoying life with his partner, absolutely raves about their Fiber optic internet, which has become the dependable backbone of their household. He relies on its blazing speeds for all their streaming and online activities, confident in its performance and even utilizing online backup without ever needing additional tech support. His substantial total charges, accumulated over years on a flexible month-to-month plan, underscore a deep satisfaction and loyalty, proving the value of a premium service that consistently delivers.",0,positive,high price,satisfied
0988-JRWWP,"This customer, a single individual living alone, prioritizes simple, functional internet service for their personal needs, opting for basic DSL without additional lines or premium add-ons like online backup or dedicated tech support. Despite not subscribing to the tech support package, their recent quick and positive ad-hoc experience proved highly impactful, signaling reliability when an issue arose. This crucial early interaction, within their initial few months of service on a flexible month-to-month contract, has significantly cemented their satisfaction and fostered a strong sense of nascent loyalty, ensuring they remain a committed customer.",0,positive,lack of value,satisfied
9000-PLFUZ,"Error: Generation failed. 429 POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?%24alt=json%3Benum-encoding%3Dint: You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250
Please retry in 30.793253246s.",0,negative,unreliable service,dissatisfied
6340-DACFT,"Customer 6340-DACFT is a highly loyal, family-oriented individual who values stability and predictable, essential services. With a household that includes a partner and dependent, they rely on us for fundamental, low-cost connectivity, eschewing advanced tech for basic functionality. Their consistent engagement over four years, reinforced by a two-year contract and minimal monthly charges, underscores a strong preference for long-term value and budget predictability. A swiftly resolved billing inquiry confirms their trust in our reliable, no-frills approach, solidifying their commitment as a non-churning customer.",0,positive,billing dispute,very satisfied
0674-EYYZV,"Error: Generation failed. 429 POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?%24alt=json%3Benum-encoding%3Dint: You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250
Please retry in 7.620151378s.",0,negative,unreliable service,dissatisfied
7552-KEYGT,"Error: Generation failed. 429 POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?%24alt=json%3Benum-encoding%3Dint: You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250
Please retry in 1.510956426s.",0,negative,unreliable service,dissatisfied
5734-EJKXG,"Error: Generation failed. 429 POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?%24alt=json%3Benum-encoding%3Dint: You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250
Please retry in 55.433118754s.",0,negative,unreliable service,dissatisfied
3557-HTYWR,"Error: Generation failed. 429 POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?%24alt=json%3Benum-encoding%3Dint: You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250
Please retry in 41.868876051s.",0,negative,unreliable service,dissatisfied
8263-QMNTJ,"Error: Generation failed. 429 POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?%24alt=json%3Benum-encoding%3Dint: You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250
Please retry in 35.722723341s.",0,negative,unreliable service,dissatisfied
7298-IZWLY,"Error: Generation failed. 429 POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent?%24alt=json%3Benum-encoding%3Dint: You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/usage?tab=rate-limit. 
* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 250
Please retry in 29.628540943s.",0,negative,unreliable service,dissatisfied
